original_title,popularity,runtime,averageRating,release_year,release_month,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_user_for_reviews,movie_facebook_likes,Genre_first_values,budget_adjusted
Hardball,7.674549,106.0,6.4,2001.0,9.0,85.0,48.0,18000.0,558.0,39.0,131.0,0,Comedy,57668014.93728228
Serbuan maut,10.528833,101.0,7.6,2011.0,9.0,481.0,338.0,1000.0,342.0,60.0,316.0,51000,Action,1517561.7609174044
The Weather Man,8.345866,101.0,6.6,2005.0,10.0,156.0,563.0,12000.0,442.0,385.0,316.0,0,Comedy,31779417.28264206
Enough Said,6.782909,93.0,7.0,2013.0,9.0,231.0,132.0,434.0,265.0,216.0,142.0,12000,Comedy,22645991.461759016
Silent Hill,7.938457,125.0,6.5,2006.0,4.0,267.0,50.0,992.0,495.0,368.0,1740.0,0,Horror,76965774.80952428
Charlie's Angels: Full Throttle,7.821116,106.0,4.9,2003.0,6.0,102.0,368.0,2000.0,1000.0,1000.0,554.0,0,Action,190676498.6958523
Sands of Iwo Jima,2.828371,100.0,7.0,2049.0,12.0,40.0,23.0,183.0,102.0,88.0,69.0,624,Action,1000000.9999999997
Swimfan,8.421411,84.0,5.1,2002.0,9.0,86.0,21.0,931.0,855.0,782.0,217.0,720,Drama,15318067.202090573
Brooklyn,7.991613,111.0,7.5,2015.0,10.0,351.0,34.0,838.0,55.0,54.0,212.0,36000,Drama,14402284.380517008
The Flintstones,15.019586,91.0,5.0,1994.0,5.0,35.0,32.0,924.0,664.0,628.0,85.0,0,Fantasy,93667953.75590624
Fury,36.713807,135.0,7.6,2014.0,10.0,406.0,452.0,11000.0,8000.0,697.0,701.0,82000,War,89137977.48013039
Austin Powers in Goldmember,8.786653,94.0,6.2,2002.0,7.0,194.0,116.0,645.0,522.0,481.0,795.0,0,Comedy,113533903.43902461
42,11.637224,128.0,7.5,2013.0,4.0,216.0,241.0,11000.0,3000.0,898.0,200.0,28000,Drama,53284684.439433075
Halloween II,7.490807,105.0,4.8,2009.0,8.0,220.0,0.0,908.0,764.0,593.0,491.0,3000,Horror,21697377.210164253
Halloween II,7.490807,105.0,4.8,2009.0,8.0,220.0,0.0,908.0,764.0,593.0,491.0,3000,Horror,21697377.210164253
Halloween II,7.490807,105.0,4.8,2009.0,8.0,220.0,0.0,908.0,764.0,593.0,491.0,3000,Horror,21697377.210164253
Halloween II,7.490807,105.0,4.8,2009.0,8.0,220.0,0.0,908.0,764.0,593.0,491.0,3000,Horror,21697377.210164253
Underworld: Awakening,12.345348,88.0,6.3,2012.0,1.0,242.0,24.0,5000.0,327.0,324.0,271.0,24000,Fantasy,94614058.85865559
Pandorum,10.391425,108.0,6.7,2009.0,9.0,219.0,22.0,12000.0,2000.0,61.0,310.0,10000,Action,47734228.66236127
Back to the Future,25.778509,116.0,8.5,1985.0,7.0,198.0,0.0,1000.0,690.0,459.0,809.0,39000,Adventure,54797343.00743486
Dead Man Down,7.150388,118.0,6.4,2013.0,3.0,217.0,76.0,3000.0,678.0,174.0,127.0,0,Thriller,22645991.461759016
The Village,8.172707,108.0,6.6,2004.0,7.0,261.0,0.0,3000.0,2000.0,882.0,2003.0,0,Drama,95338249.84792624
Hostel,12.093928,94.0,5.9,2005.0,1.0,303.0,0.0,1000.0,1000.0,581.0,1516.0,0,Horror,7627060.907834104
Aquamarine,11.29062,104.0,5.4,2006.0,3.0,66.0,20.0,836.0,826.0,717.0,150.0,0,Fantasy,18471786.714285713
Monster's Ball,6.341187,111.0,7.0,2001.0,11.0,153.0,395.0,13000.0,595.0,80.0,522.0,0,Drama,7208502.742160275
Shrek the Third,14.072479,93.0,6.1,2007.0,5.0,227.0,50.0,3000.0,795.0,692.0,326.0,0,Fantasy,226946522.45229396
Midnight Cowboy,10.579988,113.0,7.8,2069.0,5.0,88.0,154.0,183.0,89.0,77.0,334.0,0,Drama,3600001.0000000014
The Blood of Heroes,10.3371,100.0,6.4,1989.0,10.0,21.0,73.0,848.0,643.0,26.0,43.0,999,Action,40363750.04361132
Babylon A.D.,9.273808,101.0,5.5,2008.0,8.0,164.0,326.0,14000.0,844.0,510.0,214.0,0,Action,100894182.68813252
Shutter Island,15.813629,138.0,8.2,2010.0,2.0,490.0,17000.0,29000.0,223.0,163.0,964.0,53000,Drama,113851855.56946848
After.Life,9.063797,104.0,5.9,2010.0,4.0,138.0,0.0,14000.0,1000.0,329.0,137.0,7000,Drama,6404167.819532594
"Good Morning, Vietnam",9.023282,121.0,7.3,1987.0,12.0,62.0,272.0,49000.0,263.0,227.0,131.0,0,Comedy,37492919.21561335
Green Room,8.4702,95.0,7.0,2016.0,4.0,322.0,57.0,727.0,442.0,233.0,125.0,10000,Horror,6464937.439353847
G.I. Joe: Retaliation,10.560608,110.0,5.7,2013.0,3.0,351.0,209.0,17000.0,12000.0,934.0,288.0,42000,Adventure,173175222.17815715
Die Hard: With a Vengeance,15.138855,128.0,7.6,1995.0,5.0,148.0,323.0,13000.0,559.0,489.0,346.0,0,Action,183263386.82677183
Scary Movie 4,13.096692,83.0,5.1,2006.0,4.0,151.0,119.0,2000.0,869.0,807.0,410.0,1000,Comedy,69269197.42857134
The Expendables 2,14.881566,103.0,6.6,2012.0,8.0,383.0,165.0,26000.0,13000.0,13000.0,474.0,108000,Action,135162940.79807842
Dick Tracy,8.304776,103.0,6.2,1990.0,6.0,72.0,631.0,678.0,631.0,327.0,164.0,2000,Adventure,111593895.41469005
School of Rock,17.95142,108.0,7.2,2003.0,10.0,204.0,0.0,2000.0,931.0,487.0,479.0,0,Comedy,55613979.49462375
Side Effects,11.645847,106.0,7.1,2013.0,2.0,450.0,0.0,17000.0,681.0,273.0,274.0,29000,Thriller,39963513.57957474
Side Effects,11.645847,106.0,7.1,2013.0,2.0,450.0,0.0,17000.0,681.0,273.0,274.0,29000,Thriller,39963513.57957474
Side Effects,11.645847,106.0,7.1,2013.0,2.0,450.0,0.0,17000.0,681.0,273.0,274.0,29000,Thriller,39963513.57957474
Side Effects,11.645847,106.0,7.1,2013.0,2.0,450.0,0.0,17000.0,681.0,273.0,274.0,29000,Thriller,39963513.57957474
Training Day,13.664622,122.0,7.8,2001.0,10.0,109.0,845.0,18000.0,881.0,854.0,633.0,0,Action,81095645.59930305
3000 Miles to Graceland,4.76448,125.0,6.0,2001.0,2.0,113.0,11.0,11000.0,904.0,867.0,399.0,0,Action,111731778.00348443
I Love You Phillip Morris,5.773752,98.0,6.6,2009.0,1.0,242.0,43.0,170.0,157.0,113.0,162.0,11000,Comedy,18804393.71547567
Doubt,9.278263,104.0,7.5,2008.0,11.0,293.0,53.0,22000.0,11000.0,652.0,321.0,0,Drama,28826910.053752203
Good Luck Chuck,7.456047,101.0,5.6,2007.0,9.0,127.0,7.0,1000.0,562.0,440.0,150.0,0,Comedy,37417166.841942295
My Stepmother is an Alien,6.493525,108.0,5.4,1988.0,12.0,15.0,121.0,11000.0,3000.0,384.0,55.0,818,Comedy,47486764.580719195
3:10 to Yuma,18.079094,122.0,7.6,2007.0,9.0,295.0,446.0,23000.0,8000.0,600.0,560.0,0,Western,82317765.85227242
Skyfall,20.309585,143.0,7.8,2012.0,10.0,750.0,0.0,883.0,563.0,393.0,1498.0,80000,Action,204951113.18482003
Skyfall,20.309585,143.0,7.8,2012.0,10.0,750.0,0.0,883.0,563.0,393.0,1498.0,80000,Action,204951113.18482003
Skyfall,20.309585,143.0,7.8,2012.0,10.0,750.0,0.0,883.0,563.0,393.0,1498.0,80000,Action,204951113.18482003
Skyfall,20.309585,143.0,7.8,2012.0,10.0,750.0,0.0,883.0,563.0,393.0,1498.0,80000,Action,204951113.18482003
Pineapple Express,8.461369,111.0,6.9,2008.0,8.0,232.0,234.0,11000.0,989.0,919.0,374.0,0,Action,38916328.22256544
The Covenant,12.72212,97.0,5.2,2006.0,9.0,120.0,212.0,960.0,917.0,637.0,334.0,3000,Action,30786310.52380957
Jane Got a Gun,8.826071,98.0,5.9,2016.0,1.0,123.0,149.0,20000.0,617.0,439.0,56.0,0,Action,32324683.196769297
Doomsday,13.436536,108.0,5.9,2008.0,3.0,254.0,197.0,165.0,107.0,43.0,396.0,0,Action,43240364.58062828
The Omega Code,1.789046,100.0,3.5,1999.0,10.0,39.0,0.0,488.0,488.0,440.0,206.0,129,Horror,30636133.404181138
Burlesque,9.276539,119.0,6.4,2010.0,11.0,197.0,59.0,2000.0,828.0,676.0,222.0,19000,Drama,78273151.01650946
Hugo,14.046164,126.0,7.5,2011.0,11.0,682.0,17000.0,17000.0,16000.0,1000.0,678.0,42000,Adventure,209192473.85246974
No Good Deed,24.644321,83.0,5.6,2014.0,9.0,58.0,12.0,1000.0,345.0,334.0,84.0,0,Crime,17303255.257907547
Lord of War,8.745216,122.0,7.6,2005.0,9.0,168.0,487.0,12000.0,43.0,16.0,437.0,10000,Crime,66736775.19354824
Woodstock,3.624542,170.79708358548532,8.1,2070.0,3.0,53.0,14.0,262.0,227.0,136.0,63.0,0,History,600001.0000000003
How High,6.796277,93.0,6.2,2001.0,12.0,34.0,58.0,995.0,729.0,722.0,102.0,0,Comedy,21625506.226480868
Special,2.003309,81.0,6.8,2006.0,1.0,56.0,0.0,975.0,645.0,394.0,37.0,0,Drama,1539316.4761904764
Precious,8.293548,110.0,7.3,2009.0,11.0,323.0,304.0,940.0,906.0,736.0,275.0,12000,Drama,14464918.473442823
Precious,8.293548,110.0,7.3,2009.0,11.0,323.0,304.0,939.0,906.0,736.0,275.0,12000,Drama,14464918.473442823
Precious,8.293548,110.0,7.3,2009.0,11.0,323.0,304.0,940.0,906.0,736.0,275.0,12000,Drama,14464918.473442823
Precious,8.293548,110.0,7.3,2009.0,11.0,323.0,304.0,939.0,906.0,736.0,275.0,12000,Drama,14464918.473442823
Terminator Genisys,30.188198,126.0,6.3,2015.0,6.0,474.0,230.0,24000.0,10000.0,2000.0,867.0,82000,Science Fiction,198532366.40400696
Original Sin,9.970359,118.0,6.0,2001.0,8.0,93.0,49.0,11000.0,216.0,155.0,181.0,3000,Thriller,75689269.29268296
Without a Paddle,6.046516,95.0,5.8,2004.0,8.0,94.0,65.0,506.0,316.0,246.0,152.0,0,Action,30190446.46850995
The Verdict,9.596883,129.0,7.7,1982.0,12.0,79.0,0.0,844.0,617.0,359.0,154.0,0,Drama,60257476.72815544
It Follows,20.359336,100.0,6.8,2015.0,2.0,533.0,421.0,314.0,189.0,159.0,631.0,45000,Horror,2618597.9782758215
,10.29227055425174,147.96325831480073,7.1,1971.4306971466672,8.48239250830188,290.0923110212176,131.0,131.0,12.0,564.9780468773631,260.7860715447073,0,Comedy,18720078.714571755
,12.389044332448837,143.94424936265904,4.5,2015.0,7.584832158030013,10.0,596.0,622.0,525.0,283.0,15.0,677,Action,19369.839378170283
,21.793059207836507,135.00123109152938,4.5,2015.0,7.433712929307493,10.0,596.0,621.0,525.0,282.0,15.0,677,Drama,3379478.314665592
,13.955763549472849,140.5300539928799,4.5,2015.0,9.835493823675158,10.0,596.0,622.0,525.0,283.0,15.0,677,Crime,1804009.7448713095
,16.82767643223544,131.11024266705206,4.5,2015.0,7.252385971248773,10.0,596.0,621.0,525.0,282.0,15.0,677,Mystery,79886.24241637517
,42.87367491694795,119.11240801851736,5.8,2010.0,10.347222694604577,357.0,394.0,12000.0,490.0,162.0,432.0,0,Action,126040.78793818185
,36.87527151753147,169.1368732247695,7.5,1993.821976527522,9.109390339340315,21.0,0.0,982.0,321.0,184.0,74.0,0,Action,75160041.02136514
,20.30391497770158,155.05973582186795,6.7,2011.0,8.633924558785147,246.0,50.0,4000.0,442.0,397.0,137.0,16000,Crime,321.56390339063154
,29.76963995095452,147.66127001708705,7.5,2011.0,10.584321606816022,1.0,0.0,10000.0,570.0,159.0,2.0,40,Fantasy,1874.61580432192
,22.7028226425233,142.36328587102315,6.4,2010.0,11.856462164622403,4.0,0.0,10000.0,2000.0,1000.0,2.0,25,Crime,75.88477827547243
,33.3604649161945,124.06951009820077,7.6,2021.9323725458084,7.164866518639603,29.0,4527.128867035469,669.0,554.0,432.0,97.0,0,Thriller,6666793.341556256
,45.11121696536576,112.01977351884226,3.8,2003.0,9.40081748506878,109.0,34.0,760.0,743.0,434.0,456.0,946,Music,23203437.561230585
,28.284074726187093,151.89575158460963,7.2,1977.7982174961076,9.895605689582135,467.0079036728067,0.0,5.0,0.0,182.15940855827117,111.57412964014416,0,Horror,3485.345633506802
,36.87233856969948,166.81610313135835,2.2,2005.0,9.856582623456235,78.0,6.0,490.0,294.0,227.0,239.0,881,Comedy,33328297.098607704
,24.155087380615647,110.5611410510232,5.4,1997.0,10.209880527647982,84.0,81.0,3000.0,643.0,612.0,181.0,2000,Crime,12.09473252207331
,23.88934905252417,138.83394235301458,8.6,2061.349131438248,8.692816237911897,103.0,0.0,544.0,183.0,148.0,270.0,59000,Thriller,2111.2000831170626
,42.56032381132928,124.59515843557112,7.1,2011.0,11.04012864107435,190.0,6.0,1000.0,579.0,561.0,78.0,0,Action,11.189660553266249
,45.079995411950165,109.93946625958434,6.7,2013.0,11.143214774878706,234.0,23.0,13000.0,12000.0,110.0,205.0,22000,Horror,4253802.858615229
,11.613135478636366,148.72326131533686,8.8,2021.4838797521932,9.327720043551816,95.0,0.0,577.0,4.0,0.0,394.0,55000,Crime,140874.9708299949
,27.6480379548401,153.0956116270554,5.6,2006.0,11.711786294369578,147.0,189.0,1000.0,177.0,38.0,424.0,0,Mystery,345521.7593836043
,12.990876906319356,151.75983567501447,7.0,1997.0,11.26901772716153,19.0,69.0,898.0,577.0,87.0,40.0,91,Comedy,38729665.86230348
,38.461183272807496,146.53004534495824,7.6,2011.2750650360383,7.922713638721269,31.0,1.5553512182249278,1000.0,960.0,474.0,71.0,0,Romance,11330.103248366682
,35.75285852131245,158.04991303451487,5.6,1998.0,9.827136050973508,35.0,31.0,9000.0,496.0,372.0,88.0,0,Comedy,3455.281239415321
,19.436391014794413,153.4366195901882,5.3,2000.0,9.08622538318902,87.0,65.0,11000.0,11000.0,658.0,237.0,0,Drama,83.1110112569952
,23.660127464852327,118.50559395487608,6.4,2015.0,7.077854567273352,63.0,92.0,23.0,21.0,8.0,3.0,257,Comedy,12274.436498067349
,18.625666243796346,158.5647571862186,4.4,2015.0,10.42923254052178,3.0,0.0,163.0,94.0,20.0,1.0,138,Action,296.64618550247445
,28.027294878589736,107.52726061385049,4.1,1999.0,7.33548283259321,70.0,16.0,2000.0,710.0,692.0,231.0,509,Comedy,102404944.0516986
,35.29688436710061,158.75022620257857,7.5,1923.326955229228,8.176628185516007,12.0,4917.776763675726,1000.0,560.0,218.0,94.0,10000,Drama,789.8000323617905
,14.967929728289462,126.81596117738984,8.3,1929.101457534612,7.349518189801894,12.0,3179.233190171172,374.0,130.0,0.0,67.0,0,Fantasy,61.17189986804148
,18.128659250655677,168.04288073126702,6.7,1999.0,10.13614293360463,91.0,72.0,582.0,103.0,99.0,217.0,0,Drama,3.5896228743967074
,25.890709380142617,127.44290211956596,7.5,1946.6301865735104,8.899204112255635,39.0,0.0,898.0,372.0,160.0,110.0,14000,Crime,660054.8561678386
,44.88890973973271,172.27292706688678,6.2,1994.0,7.4652594383201265,59.0,0.0,443.0,277.0,184.0,137.0,0,Drama,28482.981599590465
,34.5227541052991,113.8060908723794,3.0,2002.0,7.161311359216766,151.0,323.0,1000.0,841.0,390.0,289.0,584,Science Fiction,28.648101632225583
,38.15647536375543,132.34106910313875,7.4,1974.3215535486488,10.456204540260748,4.0,1283.4505872949348,995.0,363.0,359.0,87.0,0,Romance,223680550.02782995
,31.27733363338144,161.0740392561654,6.4,2003.0,11.954305864090742,141.0,179.0,8000.0,4000.0,403.0,264.0,0,Drama,24.753251411297477
,11.227426515233727,113.72663949196873,6.7,1998.0,8.915287849082617,117.0,0.0,509.0,317.0,210.0,157.0,688,Action,24900.538578563042
,33.351553063744035,171.4777546313282,6.2,2000.0,7.998765719974587,134.0,138.0,324.0,192.0,184.0,265.0,892,Family,107830.6183017961
,13.894420847648355,143.21628748228943,8.1,2018.7348201529755,9.8526637169006,14.0,4979.350262778664,1000.0,773.0,575.0,28.0,0,Drama,407.7966104475182
,20.481104957351523,112.21359414455316,5.0,2000.0,7.024460893781902,60.0,0.0,975.0,909.0,506.0,69.0,177,Comedy,56986.18964447822
,19.94380879127201,120.66188028004582,6.3,2007.0,7.214468295046599,191.0,8.0,8000.0,1000.0,970.0,246.0,0,Animation,7.384348998891686
,39.887060061636994,157.61645234273496,6.7,2000.0,8.597609593372852,121.0,420.0,12000.0,3000.0,627.0,322.0,0,Drama,24015.616027480435
,29.120490651309936,136.16299532598632,7.3,2009.0,11.978554177127702,136.0,197.0,433.0,208.0,6.0,223.0,0,Drama,222143308.76329795
,11.334179908605718,130.65343206936464,4.4,2003.0,11.178853608790629,73.0,18.0,658.0,257.0,226.0,181.0,858,Action,229.17921077573564
,13.33459283197474,169.96763369825257,6.1,1996.0,9.618151108784364,34.0,50.0,1000.0,944.0,672.0,54.0,829,Romance,42181186.13119325
,16.621404152254144,131.20722731027536,7.3,1975.5031392414824,7.595578276365287,8.0,622.7126976586245,732.0,607.0,402.0,41.0,0,Adventure,130636522.67653248
,12.1877256656403,158.957173384362,5.3,2002.0,9.689908641067696,81.0,11.0,966.0,680.0,107.0,207.0,797,Action,560665.9450354277
,15.0733024025636,124.404301859762,5.0,2005.0,9.29242375024951,111.0,11.0,1000.0,759.0,642.0,156.0,621,Animation,154708.66688359523
,18.06276137465182,157.1375875743094,6.8,2012.0,10.854941191640176,239.0,39.0,16000.0,897.0,461.0,150.0,11000,Adventure,12.33737060150535
,15.822648477893306,111.07717033691162,6.1,1998.0,8.835566450061066,79.0,17.0,13000.0,968.0,652.0,127.0,0,Mystery,1045.4314700921664
,40.41105103356126,165.51587877189857,6.1,1998.0,10.204531837971816,79.0,17.0,13000.0,969.0,652.0,127.0,0,Action,10502.05070245199
,13.607696669359036,142.55131810031747,6.1,1998.0,11.622311252412231,79.0,17.0,13000.0,968.0,652.0,127.0,0,Drama,93.58989843467056
,17.474222315787472,164.31967109391832,6.1,1998.0,7.899962529550869,79.0,17.0,13000.0,969.0,652.0,127.0,0,Drama,148.5493639959406
,13.647014841066174,136.77963502944266,6.1,1999.0,9.381171321485644,115.0,2000.0,11000.0,1000.0,1000.0,195.0,641,Drama,283341467.3445492
,12.610382518234337,123.09499976592458,3.8,2007.0,11.61680540732238,140.0,892.0,26000.0,368.0,102.0,368.0,0,Comedy,190478.2096676202
,41.72283779106423,111.64532833010522,6.5,2003.0,10.114891524296096,54.0,258.0,11000.0,708.0,617.0,156.0,0,Horror,30601.106080936657
,22.5332203515595,116.18943875273683,6.0,2016.0,10.367925496008612,14.0,3.0,879.0,107.0,22.0,9.0,426,Drama,14.527433351657807
,22.949784088995305,149.96058142627095,4.9,1998.0,10.846301802129592,56.0,65.0,743.0,730.0,440.0,88.0,296,Drama,3.9611803806778805
,9.685995197319926,152.2435941998696,6.6,1929.5998840551604,7.511121484220947,20.0,801.03028626388,870.0,558.0,271.0,94.0,990,Drama,52639.458637527845
,36.1566567040089,144.44539766393245,4.9,2015.0,8.569692992548822,53.0,153.0,12000.0,11000.0,11000.0,143.0,0,Comedy,94835195.20841183
,34.79130508203994,125.42209217676854,7.0,1920.329049758373,11.976218521953555,46.0,701.8418491049979,962.0,722.0,479.0,238.0,0,Action,11225.76733713045
,17.026639393972978,136.45171165951066,6.7,2073.032051691256,8.529168778622948,26.0,1753.5579640266328,883.0,701.0,676.0,54.0,0,Adventure,4576.719331621958
,13.772475754857831,136.2384802645918,5.4,1997.0,10.114787595957871,53.0,39.0,3000.0,562.0,458.0,103.0,5000,Thriller,32840.10556461878
,34.33006959334686,167.82177250162437,6.4,1999.0,8.028030681849442,140.0,0.0,21000.0,860.0,490.0,358.0,0,Action,59.65893941862616
,43.5840801318824,116.18900642228948,8.4,2042.1445815318853,8.873949434557968,77.0,14.49923056604905,847.0,440.0,72.0,181.0,0,Comedy,6.631775128589591
,17.684177319304787,107.36698919159387,6.5,1999.0,9.329468260144472,100.0,226.0,12000.0,509.0,241.0,232.0,0,Drama,388033.947438513
,42.826948500678256,172.0422771451222,5.6,2009.0,10.34774446578321,93.0,11.0,939.0,605.0,506.0,39.0,610,Thriller,173.8034954796257
,33.14580128198704,135.683391372069,7.7,2004.0,8.111169990822198,186.0,0.0,226.0,52.0,46.0,239.0,0,Music,19141694.565982964
,42.998395211609214,108.14335702671248,7.6,2007.0,10.371742727818727,250.0,0.0,16000.0,3000.0,1000.0,532.0,0,Action,2855.3442789625988
,40.51606037641736,146.28762044564868,5.9,1998.0,11.567936584384382,78.0,438.0,852.0,637.0,466.0,207.0,853,Drama,129320767.07062998
,15.006870640293144,141.4486165876012,5.5,2003.0,7.3574908152388,127.0,13.0,961.0,691.0,343.0,180.0,846,Drama,7.372955225247855
,14.813479672388096,150.94708100314847,6.7,1998.0,9.218575677981754,65.0,0.0,8000.0,818.0,701.0,252.0,0,Action,7864955.681870083
,43.94306559638826,160.40118226304742,5.2,2004.0,11.590026883787148,105.0,148.0,2000.0,843.0,660.0,209.0,0,Thriller,333.4311428522977
,39.93705287890207,173.2063109848147,7.9,2025.469975621074,9.646522156386446,2.0,4352.967758257068,416.0,171.0,132.0,9.0,0,Comedy,42118.29862912264
,42.56906788258182,144.84123604943625,6.5,2000.0,7.325485933436397,118.0,41.0,18000.0,4000.0,585.0,261.0,0,Thriller,117867.37721940943
,12.230531062966229,143.78424076363373,5.9,1997.0,11.22069194404261,93.0,75.0,294.0,273.0,258.0,156.0,0,Action,20907365.48713188
,42.959393617737135,165.71224766656974,6.5,1999.0,8.534117872811365,113.0,0.0,24000.0,743.0,432.0,226.0,0,Drama,2.7907430806421805
,11.889622693310203,154.86306494882513,7.8,2010.3028049570612,9.69400392521396,14.0,3953.648428932207,325.0,7.0,5.0,33.0,361,Action,76.15028569754774
,41.815910831457806,157.17191725537302,7.5,1957.001577926922,10.494900292785587,4.0,0.0,629.0,512.0,398.0,22.0,915,Horror,47.10503779098545
,18.53633030326376,118.25958983838076,5.4,2005.0,7.691681906453804,59.0,65.0,1000.0,923.0,730.0,94.0,779,Thriller,18063.143834182163
,13.468372084472982,139.12788273466975,7.0,1940.5146687302763,9.854811909491437,28.0,0.0,3000.0,845.0,600.0,149.0,0,Drama,31.83728021080875
,37.21867473309272,119.94590338098855,6.4,2002.0,8.82194856099057,105.0,0.0,49000.0,811.0,809.0,341.0,0,Comedy,3625543.864338168
,23.716021593031087,131.31976437373146,5.6,2000.0,9.988792715125909,82.0,0.0,2000.0,602.0,591.0,91.0,255,Comedy,392199.1847394013
,37.40523975409951,126.77669801423048,8.5,1957.117597534742,11.188217001125176,30.0,201.13479336672103,1000.0,531.0,184.0,148.0,31000,Comedy,3056.9125764096098
,40.1068950353669,118.88461784853408,4.6,2006.0,10.456200805440254,32.0,42.0,598.0,555.0,235.0,32.0,352,Horror,19281885.00985016
,36.960181403413095,141.04591881911517,6.4,2001.0,11.973047023545451,125.0,446.0,20000.0,1000.0,821.0,316.0,0,Romance,1207.4908169003625
,13.84286950567088,166.8001339161195,8.1,1972.0,11.787331764831322,144.0,0.0,29.0,29.0,12.0,236.0,0,Horror,7.98363221657503
,25.668335018744216,164.3078823679457,5.7,2001.0,10.348769315674115,142.0,148.0,8000.0,973.0,135.0,343.0,881,Drama,56640739.79846346
,28.879931749823665,127.64168877146868,2.7,1981.0,8.799949273681476,10.0,92.0,1000.0,623.0,522.0,16.0,115,Crime,788.6428446609956
,36.80455693024948,159.65335393834008,7.2,1968.0,10.426150711040576,8.0,5.0,6000.0,584.0,559.0,61.0,0,Comedy,4374.54431307052
,39.90570750186513,154.71297516681182,4.3,2004.0,7.16052997206786,59.0,38.0,1000.0,641.0,631.0,91.0,531,Drama,17.560009431899783
,30.840137627974578,140.10339580641684,6.3,1994.0,8.540828208989161,42.0,161.0,11000.0,894.0,132.0,69.0,0,Fantasy,548.7717853809306
,29.77181431300444,143.19133734828102,5.9,1995.0,7.395654123573478,25.0,0.0,1000.0,845.0,563.0,47.0,0,Drama,40.08562180721741
,33.96868860662398,133.98019483195267,7.4,2007.0,8.014471857565631,156.0,278.0,5000.0,117.0,107.0,524.0,14000,Animation,21839.680395314314
,38.06336612856824,151.7076512082233,7.4,2007.0,9.63533294035387,156.0,278.0,5000.0,117.0,107.0,524.0,14000,Thriller,71286853.52482332
,35.83677179318032,107.07510771463002,7.4,2007.0,8.723205959553592,156.0,278.0,5000.0,117.0,107.0,524.0,14000,Comedy,766970.5586530165
,43.24176241701576,136.57603670075645,7.4,2007.0,7.926857041553527,156.0,278.0,5000.0,117.0,107.0,524.0,14000,Drama,215737.22514634902
,20.95200138472297,132.19904721865674,5.3,1996.0,10.398153590517303,39.0,29.0,2000.0,461.0,322.0,80.0,451,Thriller,10.746163418890076
,23.791125589616374,127.4749774022815,6.0,1996.0,11.00375932943481,43.0,11000.0,905.0,484.0,451.0,81.0,0,Comedy,35.2042788277973
,18.3277638107529,112.32409290343796,5.8,2000.0,7.374955192488303,85.0,0.0,13000.0,861.0,820.0,183.0,652,Comedy,145575672.86245543
,27.471861249407997,109.9270667760044,7.0,2006.0,8.810064946521168,189.0,611.0,879.0,52.0,10.0,229.0,0,Action,67.11174187991087
,37.83374494254641,173.85918285371412,8.3,2008.2772613968637,9.932748918920772,23.0,1580.024582638655,164.0,116.0,114.0,47.0,17000,Comedy,337.14284810046456
,28.655261380991107,165.63564017852366,5.6,1996.0,10.204154961248552,28.0,13.0,23000.0,2000.0,643.0,62.0,353,Crime,331680.0040450833
,18.300352719935876,155.4556892775409,6.0,2000.0,7.669522390171284,116.0,84.0,12000.0,10000.0,664.0,194.0,0,Science Fiction,382.5037348817711
,14.06867107372302,115.38273139859972,6.5,1996.0,10.356977067451744,27.0,0.0,12000.0,592.0,292.0,71.0,0,Comedy,11676.444508808441
,34.651789984446,155.29559462254156,5.8,2009.0,10.25309692649348,288.0,119.0,468.0,442.0,412.0,396.0,0,War,344.1787547115349
,35.67524672376607,132.7776187257494,7.5,2006.425936993052,8.887166113759138,4.0,4631.819588587806,870.0,284.0,253.0,18.0,455,Drama,578.1717017777158
,21.65986932873602,148.30837759267027,4.9,2015.0,11.715063599833789,9.0,326.0,326.0,152.0,6.0,5.0,161,Drama,159963028.09592667
,14.06315276193363,123.97088167187896,5.2,2003.0,8.198632711757792,98.0,4.0,687.0,312.0,96.0,132.0,505,Thriller,45.0002988969461
,30.895326661633952,135.58837789581526,5.9,1986.0,10.36316353176245,16.0,425.0,954.0,568.0,204.0,34.0,263,Adventure,3941580.272794995
